wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
1153.8834,0,0.4725,6.3687e-11,0.59302,1.0655
1153.8960,0,0.4725,6.3787e-11,0.59416,1.0667
1153.9085,0,0.4725,6.3884e-11,0.59524,1.0677
1153.9211,0,0.4725,6.398e-11,0.59625,1.0687
1153.9336,0,0.4725,6.4073e-11,0.59725,1.0698
1153.9462,0,0.4725,6.4164e-11,0.59826,1.0708
1153.9587,0,0.4725,6.4254e-11,0.59926,1.0718
1153.9713,0,0.4725,6.4344e-11,0.60027,1.0728
1153.9838,0,0.4725,6.4434e-11,0.60128,1.0738
1153.9964,0,0.4725,6.4524e-11,0.60229,1.0748
1154.0090,0,0.4725,6.4614e-11,0.6033,1.0758
1154.0215,0,0.4725,6.4704e-11,0.60431,1.0768
1154.0341,0,0.4725,6.4794e-11,0.60532,1.0778
1154.0466,0,0.4725,6.4885e-11,0.60633,1.0788
1154.0592,0,0.4725,6.4975e-11,0.60734,1.0798
1154.0717,0,0.4725,6.5065e-11,0.60835,1.0808
1154.0843,0,0.4725,6.5155e-11,0.60936,1.0819
1154.0969,0,0.4725,6.5245e-11,0.61038,1.0829
1154.1094,0,0.4725,6.5335e-11,0.61139,1.0839
1154.1220,0,0.4725,6.5425e-11,0.6124,1.0849
1154.1345,0,0.4725,6.5515e-11,0.61342,1.0859
1154.1471,0,0.4725,6.5605e-11,0.61443,1.0869
1154.1596,0,0.4725,6.5695e-11,0.61545,1.088
1154.1722,0,0.4725,6.5785e-11,0.61647,1.089
1154.1848,0,0.4725,6.5875e-11,0.61749,1.09
1154.1973,0,0.4725,6.5965e-11,0.6185,1.091
1154.2099,0,0.4725,6.6056e-11,0.61952,1.092
1154.2224,0,0.4725,6.6146e-11,0.62054,1.093
1154.2350,0,0.4725,6.6236e-11,0.62156,1.0941
1154.2476,0,0.4725,6.6326e-11,0.62258,1.0951
1154.2601,0,0.4725,6.6416e-11,0.6236,1.0961
1154.2727,0,0.4725,6.6506e-11,0.62462,1.0971
1154.2852,0,0.4725,6.6596e-11,0.62565,1.0981
1154.2978,0,0.4725,6.6687e-11,0.62667,1.0992
1154.3104,0,0.4725,6.6777e-11,0.62769,1.1002
1154.3229,0,0.4725,6.6867e-11,0.62872,1.1012
1154.3355,0,0.4725,6.6957e-11,0.62974,1.1022
1154.3480,0,0.4725,6.7047e-11,0.63077,1.1033
1154.3606,0,0.4725,6.7137e-11,0.63179,1.1043
1154.3732,0,0.4725,6.7227e-11,0.63282,1.1053
1154.3857,0,0.4725,6.7314e-11,0.63385,1.1063
1154.3983,0,0.4725,6.7401e-11,0.63487,1.1074
1154.4108,0,0.4725,6.7485e-11,0.63584,1.1083
1154.4234,0,0.4725,6.7569e-11,0.63677,1.1093
1154.4360,0,0.4725,6.7651e-11,0.6377,1.1102
1154.4485,0,0.4725,6.7731e-11,0.63864,1.1111
1154.4611,0,0.4725,6.7811e-11,0.63957,1.1121
1154.4737,0,0.4725,6.789e-11,0.6405,1.113
1154.4862,0,0.4725,6.797e-11,0.64143,1.1139
1154.4988,0,0.4725,6.805e-11,0.64236,1.1149
1154.5113,0,0.4725,6.8129e-11,0.6433,1.1158
1154.5239,0,0.4725,6.8209e-11,0.64423,1.1167
1154.5365,0,0.4725,6.8289e-11,0.64517,1.1177
1154.5490,0,0.4725,6.8369e-11,0.6461,1.1186
1154.5616,0,0.4725,6.8448e-11,0.64704,1.1195
1154.5742,0,0.4725,6.8528e-11,0.64797,1.1205
1154.5867,0,0.4725,6.8608e-11,0.64891,1.1214
1154.5993,0,0.4725,6.8687e-11,0.64985,1.1223
1154.6118,0,0.4725,6.8767e-11,0.65078,1.1233
1154.6244,0,0.4725,6.8847e-11,0.65172,1.1242
1154.6370,0,0.4725,6.8927e-11,0.65266,1.1252
1154.6495,0,0.4725,6.9006e-11,0.6536,1.1261
1154.6621,0,0.4725,6.9086e-11,0.65454,1.127
1154.6747,0,0.4725,6.9166e-11,0.65548,1.128
1154.6872,0,0.4725,6.9246e-11,0.65642,1.1289
1154.6998,0,0.4725,6.9325e-11,0.65736,1.1299
1154.7124,0,0.4725,6.9405e-11,0.65831,1.1308
1154.7249,0,0.4725,6.9485e-11,0.65925,1.1317
1154.7375,0,0.4725,6.9565e-11,0.66019,1.1327
1154.7501,0,0.4725,6.9644e-11,0.66114,1.1336
1154.7626,0,0.4725,6.9724e-11,0.66208,1.1346
1154.7752,0,0.4725,6.9804e-11,0.66302,1.1355
1154.7878,0,0.4725,6.9884e-11,0.66397,1.1365
1154.8003,0,0.4725,6.9963e-11,0.66492,1.1374
1154.8129,0,0.4725,7.0043e-11,0.66586,1.1384
1154.8255,0,0.4725,7.0123e-11,0.66681,1.1393
1154.8380,0,0.4725,7.0203e-11,0.66776,1.1403
1154.8506,0,0.4725,7.0283e-11,0.66871,1.1412
1154.8632,0,0.4725,7.0362e-11,0.66965,1.1422
1154.8757,0,0.4725,7.0439e-11,0.6706,1.1431
1154.8883,0,0.4725,7.0514e-11,0.67155,1.1441
1154.9009,0,0.4725,7.0586e-11,0.6725,1.145
1154.9134,0,0.4725,7.0655e-11,0.67331,1.1458
1154.9260,0,0.4725,7.0721e-11,0.67407,1.1466
1154.9386,0,0.4725,7.0785e-11,0.67483,1.1473
1154.9512,0,0.4725,7.0846e-11,0.67559,1.1481
1154.9637,0,0.4725,7.0906e-11,0.67636,1.1489
1154.9763,0,0.4725,7.0966e-11,0.67712,1.1496
1154.9889,0,0.4725,7.1026e-11,0.67789,1.1504
1155.0014,0,0.4725,7.1086e-11,0.67865,1.1512
1155.0140,0,0.4725,7.1146e-11,0.67942,1.1519
1155.0266,0,0.4725,7.1206e-11,0.68018,1.1527
1155.0391,0,0.4725,7.1266e-11,0.68095,1.1534
1155.0517,0,0.4725,7.1326e-11,0.68172,1.1542
1155.0643,0,0.4725,7.1386e-11,0.68248,1.155
1155.0769,0,0.4725,7.1446e-11,0.68325,1.1558
1155.0894,0,0.4725,7.1506e-11,0.68402,1.1565
1155.1020,0,0.4725,7.1566e-11,0.68479,1.1573
1155.1146,0,0.4725,7.1626e-11,0.68556,1.1581
1155.1271,0,0.4725,7.1686e-11,0.68633,1.1588
1155.1397,0,0.4725,7.1746e-11,0.68709,1.1596
1155.1523,0,0.4725,7.1806e-11,0.68786,1.1604
1155.1649,0,0.4725,7.1866e-11,0.68864,1.1611
1155.1774,0,0.4725,7.1926e-11,0.68941,1.1619
1155.1900,0,0.4725,7.1986e-11,0.69018,1.1627
1155.2026,0,0.4725,7.2046e-11,0.69095,1.1634
1155.2151,0,0.4725,7.2106e-11,0.69172,1.1642
1155.2277,0,0.4725,7.2166e-11,0.69249,1.165
1155.2403,0,0.4725,7.2226e-11,0.69327,1.1658
1155.2529,0,0.4725,7.2286e-11,0.69404,1.1665
1155.2654,0,0.4725,7.2346e-11,0.69481,1.1673
1155.2780,0,0.4725,7.2406e-11,0.69559,1.1681
1155.2906,0,0.4725,7.2466e-11,0.69636,1.1689
1155.3032,0,0.4725,7.2526e-11,0.69714,1.1696
1155.3157,0,0.4725,7.2586e-11,0.69791,1.1704
1155.3283,0,0.4725,7.2646e-11,0.69869,1.1712
1155.3409,0,0.4725,7.2706e-11,0.69947,1.172
1155.3535,0,0.4725,7.2766e-11,0.70024,1.1727
1155.3660,0,0.4725,7.2825e-11,0.70102,1.1735
1155.3786,0,0.4725,7.2882e-11,0.7018,1.1743
1155.3912,0,0.4725,7.2937e-11,0.70258,1.1751
1155.4038,0,0.4725,7.299e-11,0.70333,1.1758
1155.4163,0,0.4725,7.304e-11,0.70396,1.1765
1155.4289,0,0.4725,7.3087e-11,0.70457,1.1771
1155.4415,0,0.4725,7.3132e-11,0.70519,1.1777
1155.4541,0,0.4725,7.3176e-11,0.7058,1.1783
1155.4666,0,0.4725,7.3218e-11,0.70641,1.1789
1155.4792,0,0.4725,7.3261e-11,0.70702,1.1795
1155.4918,0,0.4725,7.3303e-11,0.70763,1.1801
1155.5044,0,0.4725,7.3346e-11,0.70825,1.1807
1155.5169,0,0.4725,7.3388e-11,0.70886,1.1814
1155.5295,0,0.4725,7.3431e-11,0.70947,1.182
1155.5421,0,0.4725,7.3473e-11,0.71009,1.1826
1155.5547,0,0.4725,7.3516e-11,0.7107,1.1832
1155.5672,0,0.4725,7.3558e-11,0.71132,1.1838
1155.5798,0,0.4725,7.3601e-11,0.71193,1.1844
1155.5924,0,0.4725,7.3644e-11,0.71255,1.185
1155.6050,0,0.4725,7.3686e-11,0.71316,1.1857
1155.6176,0,0.4725,7.3729e-11,0.71378,1.1863
1155.6301,0,0.4725,7.3771e-11,0.71439,1.1869
